# HI-Small_accounts.csv(IBM AMLworld)에서 추출한 은행 참조 — HI-Small 재생 전용(HI-Large는 같은 코드에 다른 이름). country는 "<Country> Bank #N" 형식에서만 추출
bank_id,name,country
26174,Canada Bank #63,Canada
26302,Canada Bank #51,Canada
26414,Canada Bank #46,Canada
26442,National Bank of Fort Wayne,
26463,Germany Bank #286,Germany
26580,Lithuania Bank #122,Lithuania
26592,National Bank of Los Angeles,
26624,France Bank #54,France
26698,Savings Bank of Lacrosse,
26818,Germany Bank #261,Germany
26860,Spain Bank #12,Spain
27103,Germany Bank #898,Germany
27120,Canada Bank #57,Canada
27140,Germany Bank #76,Germany
27144,Canada Bank #64,Canada
27151,Canada Bank #88,Canada
27217,Germany Bank #543,Germany
27241,Germany Bank #48,Germany
27288,Belgium Bank #226,Belgium
27291,Canada Bank #423,Canada
27365,Netherlands Bank #27,Netherlands
27402,Germany Bank #589,Germany
27444,Savings Bank of Fairfield,
27535,Germany Bank #862,Germany
27564,Savings Bank of Newbury,
27616,Italy Bank #243,Italy
27621,Australia Bank #20,Australia
27637,Spruce Bancorp,
27684,Ireland Bank #358,Ireland
27755,Australia Bank #47,Australia
27920,France Bank #1005,France
27954,Brownstone Community Bank,
27995,Australia Bank #16,Australia
28094,Australia Bank #27,Australia
28183,Slovakia Bank #547,Slovakia
28222,Australia Bank #33,Australia
28237,Australia Bank #26,Australia
28248,Australia Bank #44,Australia
28255,Bank of Augusta,
28317,Australia Bank #30,Australia
28416,Australia Bank #45,Australia
28531,Australia Bank #52,Australia
28603,Australia Bank #43,Australia
28611,Australia Bank #162,Australia
28627,Portugal Bank #5,Portugal
28628,Australia Bank #38,Australia
28629,Italy Bank #364,Italy
28663,Australia Bank #28,Australia
28690,Australia Bank #34,Australia
28693,National Bank of Albany,
28694,Desert Bancorp,
28711,Germany Bank #360,Germany
28717,Germany Bank #711,Germany
28726,Netherlands Bank #195,Netherlands
28733,Regents Bank,
28768,Australia Bank #63,Australia
28771,Savings Bank of Lacrosse,
28779,Australia Bank #62,Australia
28800,National Bank of Montpelier,
28827,First Bank of Tuscon,
29003,The Pine Savings Bank,
29056,Australia Bank #161,Australia
29064,Australia Bank #49,Australia
29069,France Bank #444,France
29089,Acme Thrift,
29115,Australia Bank #268,Australia
29145,Australia Bank #19,Australia
29191,China Bank #374,China
29251,Bank of Detroit,
29279,National Bank of Tuscon,
29292,First Bank of Lincoln,
29317,Bank of Watertown,
29404,Savings Bank of Laramie,
29435,France Bank #1273,France
29467,Japan Bank #35,Japan
29620,Australia Bank #48,Australia
29645,Australia Bank #85,Australia
29664,Australia Bank #39,Australia
29685,The Pine Credit Union,
29715,China Bank #61,China
29770,Australia Bank #82,Australia
29788,China Bank #26,China
29794,Italy Bank #392,Italy
29802,First Bank of Fort Wayne,
29814,Spain Bank #56,Spain
29944,China Bank #68,China
29992,China Bank #71,China
30039,Australia Bank #248,Australia
30075,Australia Bank #401,Australia
30150,Australia Bank #125,Australia
30380,China Bank #75,China
30416,China Bank #52,China
30465,China Bank #119,China
30474,China Bank #162,China
30637,Australia Bank #445,Australia
30697,France Bank #47,France
30775,Bank of Augusta,
30850,Italy Bank #1481,Italy
30851,Bank of Arkadelphia,
30974,First Bank of Hartford,
31000,First Bank of Fairfield,
31001,Bank of Billings,
31008,Bank of Lacrosse,
31011,Brownstone Federal Bank,
31012,Acme Federal Bank,
31014,Bank of Pittsburgh,
31017,National Bank of Butte,
31018,Italy Bank #4344,Italy
31019,Bank of Hartford,
31021,Savings Bank of Portland,
31023,National Bank of Madison,
31024,Sunrise Community Bank,
31030,National Bank of Newbury,
31031,Bank of Boston,
31032,France Bank #216,France
31034,Portugal Bank #236,Portugal
31035,Germany Bank #3894,Germany
31036,Italy Bank #2966,Italy
31037,Italy Bank #218,Italy
31043,First Bank of Indianapolis,
31045,Baltech Bank,
31047,Desert Savings Bank,
31050,Acme Community Bank,
31054,National Bank of Denver,
31056,Savings Bank of Philadelphia,
31057,Hearthstone Trust Bank,
31058,Bank of Watertown,
31059,Bank of Fairfield,
31060,Desert Bank,
31061,Savings Bank of Philadelphia,
31062,Savings Bank of New York,
31064,France Bank #4123,France
31065,Spain Bank #224,Spain
31067,Germany Bank #231,Germany
31069,Greece Bank #801,Greece
31070,Slovakia Bank #221,Slovakia
31073,Netherlands Bank #3977,Netherlands
31074,France Bank #232,France
31075,Germany Bank #4675,Germany
31076,Belgium Bank #4337,Belgium
31077,National Bank of Houston,
31078,First Bank of Newbury,
31079,First Bank of Newport,
31080,The Pine Thrift,
31082,First Bank of the East,
31083,Savings Bank of Providence,
31084,National Bank of New York,
31085,Bank of Hartford,
31086,Germany Bank #225,Germany
31088,Willows Cooperative Bank,
31091,Oasis Thrift,
31092,Savings Bank of Albany,
31093,National Bank of Lacrosse,
31094,Heath Thrift,
31096,Bank of Denver,
31097,Bank of Portsmouth,
31098,First Bank of Chicago,
31101,Savings Bank of Cleveland,
31102,First Bank of Watertown,
31103,Bank of Detroit,
31104,Regents Bank,
31107,Savings Bank of Montpelier,
31108,Savings Bank of Danbury,
31111,France Bank #4511,France
31113,Spain Bank #455,Spain
31114,Future Bancorp,
31116,Bank of Milford,
31118,First Bank of Phoenix,
31119,Arbor Federal Bank,
31120,National Bank of Springfield,
31121,Hilltop Bank,
31122,Savings Bank of Lincoln,
31123,Savings Bank of Watertown,
31124,Bank of Indianapolis,
31125,Bank of Chicago,
31126,Spruce Bancorp,
31127,First Bank of Madison,
31128,Oasis Community Bank,
31129,Desert Trust Bank,
31130,Capital Cooperative Bank,
31131,Acme Bancorp,
31132,Heath Credit Union,
31136,Italy Bank #4299,Italy
31137,Italy Bank #4989,Italy
31138,France Bank #4510,France
31139,Bank of Tuscon,
31140,Bank of Fairfield,
31141,First Bank of Lincoln,
31144,Netherlands Bank #1414,Netherlands
31145,Italy Bank #4124,Italy
31148,Brook Federal Bank,
31149,France Bank #202,France
31152,Sea Cooperative Bank,
31153,Sappo Thrift,
31154,National Bank of Newbury,
31155,Bank of the East,
31157,First Bank of Milford,
31158,Savings Bank of Springfield,
31159,Dawn Credit Union,
31161,National Bank of Topeka,
31162,Savings Bank of Madison,
31166,Bank of Laramie,
31167,Desert Community Bank,
31169,Bank of Tampa,
31171,First Bank of Boston,
31173,Savings Bank of Huron,
31176,City National Bancorp,
31177,First Bank of Portsmouth,
31188,Willows Bank,
31192,National Bank of Miami,
31193,Fieldstone Community Bank,
31194,First Bank of Seattle,
31195,Belgium Bank #227,Belgium
31199,Savings Bank of Philadelphia,
31200,First Bank of New York,
31205,Bank of Seattle,
31208,National Bank of Albany,
31209,National Bank of Columbus,
31212,Sea Bank,
31216,Bank of Plattsburg,
31218,Sea Credit Union,
31220,Fieldstone Bank,
31221,Bank of the West,
31223,National Bank of Laramie,
31224,Bank of Newport,
31226,Spruce Thrift,
31227,Fieldstone Bank,
31231,Italy Bank #240,Italy
31232,Italy Bank #3896,Italy
31233,Spain Bank #228,Spain
31234,First Bank of Houston,
31235,Mountain Bank,
31238,Spain Bank #238,Spain
31239,Greece Bank #230,Greece
31240,Finland Bank #4338,Finland
31243,Bank of Topeka,
31245,First Bank of Dallas,
31247,Fieldstone Federal Bank,
31248,Future Thrift,
31249,National Bank of Helena,
31251,Oasis Bancorp,
31253,Savings Bank of Laramie,
31254,Regents Savings Bank,
31256,Bank of Phoenix,
31258,Bank of Newbury,
31260,First Bank of Butte,
31261,Savings Bank of Madison,
31263,City National Bank,
31265,First Bank of Houston,
31266,National Bank of New York,
31268,Savings Bank of Seattle,
31269,Bank of the East,
31270,National Bank of New Orleans,
31271,First Bank of Seattle,
31272,Acme Credit Union,
31274,National Bank of Portland,
31276,Savings Bank of Montpelier,
31277,First Bank of the South,
31278,National Bank of Los Angeles,
31279,First Bank of Augusta,
31281,Flagstone Credit Union,
31283,First Bank of Columbus,
31284,National Bank of Laramie,
31286,First Bank of Laramie,
31287,Brook Bank,
31291,Bank of Newbury,
31293,Italy Bank #4287,Italy
31295,China Bank #73,China
31298,China Bank #0,China
31300,China Bank #435,China
31301,China Bank #42,China
31303,China Bank #97,China
31305,China Bank #95,China
31306,Spain Bank #237,Spain
31307,Regents Bancorp,
31311,China Bank #884,China
31312,China Bank #80,China
31314,China Bank #960,China
31316,China Bank #74,China
31319,China Bank #79,China
31321,China Bank #1022,China
31323,China Bank #885,China
31325,Italy Bank #3895,Italy
31326,Savings Bank of Tampa,
31327,Bank of Bridgeport,
31328,National Bank of Seattle,
31330,Spain Bank #3597,Spain
31333,Germany Bank #275,Germany
31335,Netherlands Bank #247,Netherlands
31336,Italy Bank #268,Italy
31338,Portugal Bank #259,Portugal
31340,Spain Bank #4118,Spain
31343,Spain Bank #4350,Spain
31344,Germany Bank #245,Germany
31347,Germany Bank #312,Germany
31348,Germany Bank #246,Germany
31351,France Bank #260,France
31352,Spain Bank #349,Spain
31355,Oak Bank,
31359,Bank of Omaha,
31360,Brownstone Federal Bank,
31361,First Bank of Billings,
31362,National Bank of Portsmouth,
31363,First Bank of Miami,
31364,First Bank of Chicago,
31365,First Bank of Cleveland,
31369,Netherlands Bank #3912,Netherlands
31370,France Bank #248,France
31371,National Bank of Butte,
31373,National Bank of Dallas,
31375,Flagstone Bank,
31376,Spruce Thrift,
31377,Fieldstone Federal Bank,
31378,Arbor Cooperative Bank,
31379,First Bank of Portsmouth,
31380,The Pine Community Bank,
31381,Arbor Bancorp,
31383,Baltech Credit Union,
31384,Willows Savings Bank,
31385,Bank of Cleveland,
31388,Brownstone Savings Bank,
31389,Bank of Omaha,
31390,Dawn Thrift,
31393,Brownstone Thrift,
31394,Sea Thrift,
31396,Acme Federal Bank,
31397,Savings Bank of Columbus,
31398,Bank of Butte,
31400,First Bank of Laramie,
31402,Baltech Savings Bank,
31403,National Bank of Watertown,
31404,Capital Community Bank,
31405,Bank of the South,
31407,First Bank of Portland,
31408,Hearthstone Bancorp,
31410,Hilltop Trust Bank,
31411,Savings Bank of Laramie,
31415,Bank of Seattle,
31416,Savings Bank of the South,
31417,Oasis Savings Bank,
31421,Savings Bank of New York,
31422,Bank of Tuscon,
31423,Bank of Detroit,
31424,Germany Bank #4676,Germany
31425,Sunrise Credit Union,
31427,City National Thrift,
31428,Hearthstone Cooperative Bank,
31429,Fieldstone Federal Bank,
31430,National Bank of Portland,
31431,Bank of Hartford,
31433,Savings Bank of Watertown,
31436,National Bank of Montpelier,
31438,Savings Bank of Newport,
31440,Savings Bank of Boston,
31441,Brownstone Thrift,
31443,Savings Bank of Watertown,
31445,National Bank of Helena,
31446,Golden Bank,
31447,Finland Bank #300,Finland
31449,Italy Bank #249,Italy
31453,Ireland Bank #5050,Ireland
31457,Bank of Lincoln,
31458,First Bank of Lincoln,
31459,Bank of Danbury,
31460,Bank of Phoenix,
31461,Savings Bank of Butte,
31466,National Bank of Fairfield,
31467,Italy Bank #961,Italy
31473,Savings Bank of Harrisburg,
31474,Bank of Providence,
31475,Bank of Denver,
31476,Bank of Butte,
31479,Bank of Pittsburgh,
31484,Future Thrift,
31485,National Bank of Philadelphia,
31487,The Pine Trust Bank,
31488,First Bank of Lacrosse,
31489,Savings Bank of Arkadelphia,
31490,Plandor Bancorp,
31491,First Bank of Augusta,
31492,France Bank #254,France
31493,Germany Bank #5051,Germany
31495,Italy Bank #4040,Italy
31496,Greece Bank #318,Greece
31500,Germany Bank #1209,Germany
31504,Sea Thrift,
31507,Acme Federal Bank,
31509,First Bank of Chicago,
31512,Sunrise Cooperative Bank,
31513,France Bank #3925,France
31515,Germany Bank #255,Germany
31516,Germany Bank #315,Germany
31521,Greece Bank #4677,Greece
31523,Germany Bank #4678,Germany
31526,Heath Savings Bank,
31528,Bank of Butte,
31529,Acme Credit Union,
31531,National Bank of Helena,
31532,Fieldstone Community Bank,
31534,Willows Cooperative Bank,
31535,Bank of Providence,
31536,Acme Bank,
31537,City National Savings Bank,
31538,National Bank of Fairfield,
31540,Dawn Community Bank,
31542,First Bank of the East,
31543,Bank of Columbus,
31545,Savings Bank of Portland,
31546,Willows Federal Bank,
31548,Sea Credit Union,
31549,Hearthstone Credit Union,
31550,National Bank of Hartford,
31551,Bank of Sacramento,
31553,Spruce Federal Bank,
31554,National Bank of Topeka,
31555,Sunrise Savings Bank,
31557,Brownstone Thrift,
31559,Savings Bank of Denver,
31563,Regents Cooperative Bank,
31566,National Bank of Dallas,
31568,Greece Bank #1687,Greece
31569,France Bank #376,France
31575,France Bank #263,France
31576,Germany Bank #276,Germany
31577,National Bank of the North,
31578,First Bank of New Orleans,
31579,France Bank #3194,France
31587,Savings Bank of Sacramento,
31589,National Bank of Huron,
31592,Brook Credit Union,
31593,Regents Cooperative Bank,
31594,Savings Bank of Laramie,
31596,Dawn Community Bank,
31597,Bank of Cleveland,
31598,National Bank of Dallas,
31599,Sappo Trust Bank,
31600,Flagstone Credit Union,
31604,National Bank of Tuscon,
31606,National Bank of Watertown,
31607,Bank of Tampa,
31608,Bank of Dallas,
31610,Spruce Community Bank,
31611,Golden Federal Bank,
31615,Italy Bank #331,Italy
31617,National Bank of Miami,
31620,Germany Bank #4512,Germany
31622,Belgium Bank #270,Belgium
31623,Italy Bank #405,Italy
31624,Desert Credit Union,
31630,Germany Bank #4429,Germany
31634,France Bank #3935,France
31638,Germany Bank #779,Germany
31641,Italy Bank #264,Italy
31642,Spain Bank #277,Spain
31646,Italy Bank #611,Italy
31648,Portugal Bank #3899,Portugal
31650,Spain Bank #3932,Spain
31653,Savings Bank of Topeka,
31654,Italy Bank #15,Italy
31655,Germany Bank #493,Germany
31657,Germany Bank #3772,Germany
31658,Ireland Bank #299,Ireland
31660,France Bank #291,France
31661,Italy Bank #1770,Italy
31663,Germany Bank #283,Germany
31664,Germany Bank #339,Germany
31665,Spain Bank #265,Spain
31667,France Bank #266,France
31669,Italy Bank #485,Italy
31670,Belgium Bank #448,Belgium
31671,Belgium Bank #269,Belgium
31672,France Bank #319,France
31673,France Bank #581,France
31676,Italy Bank #316,Italy
31679,Netherlands Bank #313,Netherlands
31680,Bank of Seattle,
31683,France Bank #271,France
31685,Spain Bank #350,Spain
31686,Austria Bank #3092,Austria
31687,Spain Bank #4800,Spain
31689,Germany Bank #4062,Germany
31691,Germany Bank #3913,Germany
31703,Greece Bank #1646,Greece
31704,France Bank #4566,France
31706,Italy Bank #3163,Italy
31707,Germany Bank #4138,Germany
31710,Italy Bank #307,Italy
31720,Germany Bank #323,Germany
31722,Fieldstone Community Bank,
31723,Bank of Albany,
31724,Italy Bank #453,Italy
31726,Spain Bank #3902,Spain
31727,France Bank #4598,France
31728,Spain Bank #296,Spain
31729,Netherlands Bank #633,Netherlands
31731,Germany Bank #4148,Germany
31734,Spain Bank #278,Spain
31735,Belgium Bank #401,Belgium
31740,France Bank #408,France
31741,Italy Bank #5164,Italy
31742,Belgium Bank #295,Belgium
31743,Germany Bank #5059,Germany
31745,Germany Bank #3946,Germany
31746,Italy Bank #280,Italy
31748,Spain Bank #433,Spain
31750,Spain Bank #281,Spain
31752,Belgium Bank #314,Belgium
31753,Germany Bank #5336,Germany
31754,Italy Bank #4681,Italy
31755,Italy Bank #4548,Italy
31756,Portugal Bank #284,Portugal
31757,France Bank #1777,France
31758,France Bank #287,France
31759,Portugal Bank #3274,Portugal
31760,Germany Bank #285,Germany
31762,Brook Savings Bank,
31764,Spain Bank #288,Spain
31765,China Bank #966,China
31766,Belgium Bank #333,Belgium
31769,First Bank of the East,
31770,Plateau Credit Union,
31772,Fieldstone Savings Bank,
31773,Netherlands Bank #294,Netherlands
31775,Germany Bank #3980,Germany
31777,France Bank #292,France
31779,Savings Bank of Watertown,
31782,Sunrise Federal Bank,
31786,National Bank of Chicago,
31788,Plandor Community Bank,
31793,First Bank of Tuscon,
31794,First Bank of Fort Wayne,
31798,First Bank of Lincoln,
31799,Netherlands Bank #131,Netherlands
31801,First Bank of New York,
31802,First Bank of the East,
31804,Brook Cooperative Bank,
31805,Bank of Tuscon,
31807,Golden Thrift,
31808,Savings Bank of Philadelphia,
31809,Belgium Bank #708,Belgium
31811,Hearthstone Savings Bank,
31812,National Bank of Fairfield,
31813,Savings Bank of Butte,
31816,Bank of Newbury,
31817,Sea Savings Bank,
31819,National Bank of Harrisburg,
31820,Italy Bank #441,Italy
31822,First Bank of Fort Wayne,
31824,Regents Credit Union,
31825,Savings Bank of Tuscon,
31826,National Bank of Indianapolis,
31828,Savings Bank of Huron,
31833,Bank of Providence,
31836,Capital Savings Bank,
31839,Germany Bank #335,Germany
31840,Germany Bank #2617,Germany
31842,Germany Bank #374,Germany
31843,France Bank #303,France
31844,Spain Bank #301,Spain
31845,Italy Bank #22,Italy
31847,Latvia Bank #337,Latvia
31857,National Bank of Chicago,
31859,National Bank of Tuscon,
31860,Future Bancorp,
31867,Bank of Lacrosse,
31868,Mountain Credit Union,
31869,Mountain Community Bank,
31870,Brook Bancorp,
31871,First Bank of Seattle,
31873,Bank of Danbury,
31874,Hearthstone Bancorp,
31875,Arbor Federal Bank,
31877,Oak Bank,
31880,Belgium Bank #306,Belgium
31882,France Bank #1938,France
31883,Spain Bank #549,Spain
31885,Italy Bank #621,Italy
31887,Slovenia Bank #4343,Slovenia
31888,Spain Bank #434,Spain
31889,Netherlands Bank #3714,Netherlands
31890,France Bank #3904,France
31891,France Bank #383,France
31893,Finland Bank #308,Finland
31894,National Bank of Miami,
31895,First Bank of the South,
31898,Savings Bank of Huron,
31899,Flagstone Credit Union,
31900,Plandor Community Bank,
31903,Brownstone Savings Bank,
31906,First Bank of Helena,
31907,Bank of Lacrosse,
31908,First Bank of Miami,
31914,Plateau Bancorp,
31915,First Bank of Topeka,
31916,Sea Community Bank,
31917,Savings Bank of Milford,
31921,First Bank of Harrisburg,
31922,City National Savings Bank,
31923,First Bank of Denver,
31924,Plateau Savings Bank,
31926,First Bank of Seattle,
31927,First Bank of Huron,
31929,National Bank of Billings,
31930,First Bank of Albany,
31931,Savings Bank of Albany,
31932,Savings Bank of New Orleans,
31934,Regents Savings Bank,
31935,First Bank of Boston,
31936,Dawn Savings Bank,
31937,Bank of Harrisburg,
31938,Bank of Miami,
31939,Bank of Albany,
31941,Italy Bank #3115,Italy
31942,Netherlands Bank #310,Netherlands
31943,France Bank #311,France
31944,Germany Bank #378,Germany
31950,First Bank of Detroit,
31951,Austria Bank #362,Austria
31952,Germany Bank #5617,Germany
31953,Portugal Bank #430,Portugal
31954,Italy Bank #352,Italy
31955,Hearthstone Community Bank,
31956,First Bank of Arkadelphia,
31958,Flagstone Cooperative Bank,
31960,Lithuania Bank #615,Lithuania
31961,Spain Bank #2058,Spain
31962,Germany Bank #4658,Germany
31964,First Bank of Butte,
31966,Spain Bank #2256,Spain
31972,Germany Bank #4025,Germany
31973,Netherlands Bank #4354,Netherlands
31977,France Bank #4513,France
31979,Italy Bank #4230,Italy
31980,Savings Bank of New York,
31983,France Bank #904,France
31985,National Bank of Sacramento,
31986,First Bank of Denver,
31987,First Bank of Harrisburg,
31988,Golden Trust Bank,
